2,Lost and Stolen Assets
11,Everything Else
6,Privilege Misuse
3,Denial of Service
6,Payment Card Skimmers
3,Miscellaneous Errors
1,Lost and Stolen Assets
1,Miscellaneous Errors
2,Everything Else
1,Everything Else
2,Lost and Stolen Assets
6,Privilege Misuse
13,Everything Else
3,Web Applications
13,Privilege Misuse
8,Everything Else
2,Miscellaneous Errors
2,Privilege Misuse
7,Cyber-Espionage
6,Payment Card Skimmers
9,Miscellaneous Errors
13,Miscellaneous Errors
2,Lost and Stolen Assets
6,Lost and Stolen Assets
1,Miscellaneous Errors
1,Denial of Service
9,Everything Else
1,Miscellaneous Errors
6,Lost and Stolen Assets
2,Lost and Stolen Assets
10,Crimeware
2,Everything Else
1,Privilege Misuse
6,Everything Else
6,Everything Else
2,Miscellaneous Errors
6,Everything Else
9,Web Applications
5,Crimeware
1,Privilege Misuse
1,Privilege Misuse
8,Miscellaneous Errors
8,Web Applications
2,Miscellaneous Errors
1,Lost and Stolen Assets
2,Lost and Stolen Assets
1,Web Applications
1,Privilege Misuse
8,Miscellaneous Errors
2,Lost and Stolen Assets
3,Web Applications
13,Everything Else
1,Privilege Misuse
1,Privilege Misuse
2,Everything Else
7,Web Applications
2,Lost and Stolen Assets
6,Miscellaneous Errors
3,Miscellaneous Errors
1,Miscellaneous Errors
1,Miscellaneous Errors
1,Miscellaneous Errors
1,Privilege Misuse
1,Lost and Stolen Assets
2,Everything Else
2,Lost and Stolen Assets
2,Lost and Stolen Assets
14,Everything Else
8,Privilege Misuse
1,Denial of Service
1,Everything Else
9,Miscellaneous Errors
9,Cyber-Espionage
2,Lost and Stolen Assets
1,Web Applications
11,Web Applications
1,Miscellaneous Errors
11,Privilege Misuse
1,Lost and Stolen Assets
2,Lost and Stolen Assets
2,Lost and Stolen Assets
2,Lost and Stolen Assets
6,Privilege Misuse
8,Lost and Stolen Assets
2,Privilege Misuse
2,Privilege Misuse
1,Miscellaneous Errors
6,Everything Else
2,Lost and Stolen Assets
2,Everything Else
2,Lost and Stolen Assets
4,Web Applications
1,Privilege Misuse
1,Cyber-Espionage
12,Lost and Stolen Assets
11,Payment Card Skimmers
1,Cyber-Espionage
2,Lost and Stolen Assets
7,Everything Else
1,Miscellaneous Errors
8,Everything Else
1,Lost and Stolen Assets
3,Web Applications
6,Payment Card Skimmers
1,Lost and Stolen Assets
6,Payment Card Skimmers
11,Privilege Misuse
5,Everything Else
6,Cyber-Espionage
1,Lost and Stolen Assets
13,Everything Else
2,Miscellaneous Errors
2,Privilege Misuse
2,Privilege Misuse
6,Miscellaneous Errors
6,Lost and Stolen Assets
1,Miscellaneous Errors
6,Lost and Stolen Assets
3,Web Applications
2,Miscellaneous Errors
6,Payment Card Skimmers
3,Web Applications
1,Privilege Misuse
1,Web Applications
11,Everything Else
8,Miscellaneous Errors
1,Privilege Misuse
1,Miscellaneous Errors
6,Lost and Stolen Assets
2,Privilege Misuse
6,Denial of Service
2,Miscellaneous Errors
2,Lost and Stolen Assets
12,Lost and Stolen Assets
2,Lost and Stolen Assets
2,Lost and Stolen Assets
11,Everything Else
1,Privilege Misuse
20,Point of Sale
1,Lost and Stolen Assets
1,Miscellaneous Errors
17,Privilege Misuse
1,Lost and Stolen Assets
1,Privilege Misuse
2,Lost and Stolen Assets
12,Web Applications
9,Denial of Service
1,Miscellaneous Errors
1,Everything Else
6,Everything Else
1,Everything Else
2,Crimeware
6,Everything Else
2,Lost and Stolen Assets
2,Miscellaneous Errors
1,Miscellaneous Errors
2,Lost and Stolen Assets
11,Point of Sale
1,Miscellaneous Errors
2,Privilege Misuse
3,Web Applications
2,Lost and Stolen Assets
1,Miscellaneous Errors
6,Lost and Stolen Assets
6,Everything Else
1,Lost and Stolen Assets
1,Everything Else
5,Web Applications
6,Privilege Misuse
15,Web Applications
3,Web Applications
2,Miscellaneous Errors
2,Lost and Stolen Assets
2,Privilege Misuse
8,Web Applications
8,Miscellaneous Errors
2,Lost and Stolen Assets
1,Privilege Misuse
6,Privilege Misuse
1,Lost and Stolen Assets
1,Cyber-Espionage
1,Web Applications
3,Web Applications
11,Privilege Misuse
1,Web Applications
1,Cyber-Espionage
1,Miscellaneous Errors
1,Miscellaneous Errors
8,Web Applications
1,Miscellaneous Errors
1,Privilege Misuse
3,Cyber-Espionage
2,Lost and Stolen Assets
2,Miscellaneous Errors
16,Miscellaneous Errors
11,Point of Sale
8,Everything Else
3,Web Applications
7,Crimeware
2,Miscellaneous Errors
11,Everything Else
7,Crimeware
8,Lost and Stolen Assets
7,Privilege Misuse
5,Everything Else
9,Privilege Misuse
2,Privilege Misuse
11,Web Applications
1,Miscellaneous Errors
3,Privilege Misuse
1,Web Applications
3,Cyber-Espionage
1,Miscellaneous Errors
11,Point of Sale
9,Everything Else
3,Privilege Misuse
15,Privilege Misuse
1,Everything Else
6,Payment Card Skimmers
6,Payment Card Skimmers
8,Everything Else
1,Privilege Misuse
11,Payment Card Skimmers
9,Privilege Misuse
1,Miscellaneous Errors
6,Web Applications
1,Miscellaneous Errors
13,Privilege Misuse
1,Privilege Misuse
1,Miscellaneous Errors
2,Lost and Stolen Assets
1,Privilege Misuse
2,Miscellaneous Errors
9,Denial of Service
2,Privilege Misuse
1,Lost and Stolen Assets
2,Lost and Stolen Assets
12,Point of Sale
14,Crimeware
12,Web Applications
1,Privilege Misuse
12,Privilege Misuse
2,Miscellaneous Errors
6,Privilege Misuse
8,Lost and Stolen Assets
2,Lost and Stolen Assets
5,Web Applications
15,Everything Else
1,Lost and Stolen Assets
1,Miscellaneous Errors
2,Everything Else
1,Miscellaneous Errors
2,Everything Else
1,Lost and Stolen Assets
1,Lost and Stolen Assets
13,Web Applications
9,Privilege Misuse
12,Web Applications
18,Lost and Stolen Assets
6,Miscellaneous Errors
1,Miscellaneous Errors
1,Cyber-Espionage
1,Miscellaneous Errors
1,Privilege Misuse
1,Privilege Misuse
1,Miscellaneous Errors
15,Point of Sale
3,Web Applications
1,Privilege Misuse
2,Everything Else
8,Everything Else
2,Lost and Stolen Assets
6,Web Applications
2,Privilege Misuse
1,Privilege Misuse
3,Lost and Stolen Assets
15,Denial of Service
6,Payment Card Skimmers
3,Denial of Service
5,Web Applications
1,Miscellaneous Errors
1,Privilege Misuse
2,Lost and Stolen Assets
1,Lost and Stolen Assets
9,Cyber-Espionage
2,Miscellaneous Errors
10,Point of Sale
6,Everything Else
2,Privilege Misuse
5,Web Applications
2,Lost and Stolen Assets
2,Lost and Stolen Assets
3,Privilege Misuse
8,Everything Else
14,Everything Else
1,Web Applications
2,Lost and Stolen Assets
1,Lost and Stolen Assets
1,Lost and Stolen Assets
1,Miscellaneous Errors
1,Cyber-Espionage
1,Everything Else
2,Lost and Stolen Assets
2,Everything Else
2,Privilege Misuse
11,Web Applications
2,Privilege Misuse
2,Lost and Stolen Assets
1,Web Applications
1,Cyber-Espionage
3,Everything Else
1,Cyber-Espionage
2,Lost and Stolen Assets
6,Privilege Misuse
1,Privilege Misuse
8,Web Applications
2,Lost and Stolen Assets
2,Lost and Stolen Assets
11,Web Applications
1,Miscellaneous Errors
1,Miscellaneous Errors
1,Miscellaneous Errors
10,Everything Else
9,Crimeware
9,Everything Else
6,Cyber-Espionage
2,Lost and Stolen Assets
1,Lost and Stolen Assets
2,Lost and Stolen Assets
1,Privilege Misuse
1,Miscellaneous Errors
3,Web Applications
1,Cyber-Espionage
6,Denial of Service
3,Everything Else
2,Everything Else
7,Everything Else
2,Miscellaneous Errors
2,Lost and Stolen Assets
1,Cyber-Espionage
1,Miscellaneous Errors
8,Everything Else
1,Privilege Misuse
2,Lost and Stolen Assets
3,Web Applications
13,Web Applications
6,Everything Else
9,Lost and Stolen Assets
1,Privilege Misuse
2,Lost and Stolen Assets
5,Miscellaneous Errors
1,Miscellaneous Errors
1,Cyber-Espionage
1,Miscellaneous Errors
2,Lost and Stolen Assets
11,Lost and Stolen Assets
1,Miscellaneous Errors
2,Lost and Stolen Assets
1,Cyber-Espionage
2,Privilege Misuse
6,Everything Else
1,Miscellaneous Errors
2,Lost and Stolen Assets
11,Payment Card Skimmers
2,Miscellaneous Errors
2,Everything Else
2,Miscellaneous Errors
2,Lost and Stolen Assets
1,Miscellaneous Errors
1,Privilege Misuse
1,Miscellaneous Errors
1,Cyber-Espionage
13,Web Applications
10,Privilege Misuse
13,Miscellaneous Errors
1,Privilege Misuse
2,Lost and Stolen Assets
1,Lost and Stolen Assets
8,Miscellaneous Errors
12,Miscellaneous Errors
20,Miscellaneous Errors
6,Lost and Stolen Assets
2,Lost and Stolen Assets
6,Lost and Stolen Assets
1,Miscellaneous Errors
3,Everything Else
11,Everything Else
2,Lost and Stolen Assets
1,Privilege Misuse
2,Lost and Stolen Assets
12,Web Applications
10,Point of Sale
3,Everything Else
2,Privilege Misuse
2,Lost and Stolen Assets
14,Lost and Stolen Assets
7,Privilege Misuse
10,Privilege Misuse
3,Web Applications
16,Lost and Stolen Assets
1,Everything Else
2,Lost and Stolen Assets
11,Miscellaneous Errors
1,Everything Else
11,Lost and Stolen Assets
1,Miscellaneous Errors
2,Everything Else
14,Everything Else
1,Everything Else
1,Miscellaneous Errors
9,Cyber-Espionage
1,Miscellaneous Errors
10,Everything Else
2,Lost and Stolen Assets
1,Lost and Stolen Assets
3,Everything Else
11,Web Applications
1,Miscellaneous Errors
1,Crimeware
3,Web Applications
1,Miscellaneous Errors
9,Denial of Service
6,Web Applications
10,Point of Sale
2,Everything Else
13,Web Applications
6,Miscellaneous Errors
1,Everything Else
2,Lost and Stolen Assets
3,Miscellaneous Errors
1,Miscellaneous Errors
3,Miscellaneous Errors
6,Miscellaneous Errors
2,Lost and Stolen Assets
1,Privilege Misuse
11,Web Applications
1,Cyber-Espionage
3,Everything Else
12,Privilege Misuse
7,Cyber-Espionage
8,Privilege Misuse
6,Privilege Misuse
7,Everything Else
12,Web Applications
9,Everything Else
2,Denial of Service
2,Miscellaneous Errors
1,Miscellaneous Errors
2,Privilege Misuse
13,Lost and Stolen Assets
1,Privilege Misuse
1,Miscellaneous Errors
1,Privilege Misuse
3,Everything Else
2,Lost and Stolen Assets
2,Lost and Stolen Assets
7,Privilege Misuse
2,Lost and Stolen Assets
1,Cyber-Espionage
5,Privilege Misuse
6,Miscellaneous Errors
1,Cyber-Espionage
3,Web Applications
1,Miscellaneous Errors
9,Crimeware
2,Lost and Stolen Assets
2,Everything Else
6,Miscellaneous Errors
2,Privilege Misuse
2,Lost and Stolen Assets
5,Web Applications
8,Lost and Stolen Assets
1,Miscellaneous Errors
2,Privilege Misuse
1,Privilege Misuse
1,Miscellaneous Errors
6,Miscellaneous Errors
6,Lost and Stolen Assets
1,Web Applications
8,Miscellaneous Errors
9,Web Applications
2,Everything Else
12,Privilege Misuse
1,Miscellaneous Errors
11,Point of Sale
8,Miscellaneous Errors
9,Web Applications
5,Privilege Misuse
6,Miscellaneous Errors
2,Miscellaneous Errors
2,Everything Else
1,Miscellaneous Errors
6,Web Applications
1,Miscellaneous Errors
2,Crimeware
2,Lost and Stolen Assets
2,Lost and Stolen Assets
1,Miscellaneous Errors
2,Crimeware
9,Everything Else
1,Miscellaneous Errors
1,Everything Else
9,Miscellaneous Errors
8,Miscellaneous Errors
1,Everything Else
3,Web Applications
7,Web Applications
9,Miscellaneous Errors
1,Miscellaneous Errors
1,Cyber-Espionage
2,Web Applications
11,Everything Else
6,Denial of Service
11,Web Applications
10,Point of Sale
2,Privilege Misuse
6,Cyber-Espionage
6,Everything Else
1,Privilege Misuse
8,Everything Else
6,Denial of Service
11,Privilege Misuse
3,Everything Else
1,Miscellaneous Errors
1,Everything Else
1,Lost and Stolen Assets
1,Miscellaneous Errors
2,Web Applications
2,Lost and Stolen Assets
2,Privilege Misuse
2,Privilege Misuse
2,Everything Else
8,Web Applications
2,Everything Else
2,Everything Else
6,Everything Else
11,Payment Card Skimmers
3,Web Applications
12,Web Applications
6,Lost and Stolen Assets
13,Web Applications
11,Web Applications
2,Miscellaneous Errors
1,Miscellaneous Errors
21,Denial of Service
1,Privilege Misuse
2,Everything Else
2,Privilege Misuse
1,Everything Else
12,Privilege Misuse
3,Everything Else
11,Miscellaneous Errors
10,Privilege Misuse
2,Miscellaneous Errors
2,Everything Else
2,Lost and Stolen Assets
1,Cyber-Espionage
2,Lost and Stolen Assets
2,Web Applications
6,Everything Else
2,Miscellaneous Errors
13,Payment Card Skimmers
1,Miscellaneous Errors
10,Privilege Misuse
2,Lost and Stolen Assets
13,Miscellaneous Errors
6,Miscellaneous Errors
7,Cyber-Espionage
3,Web Applications
7,Everything Else
5,Lost and Stolen Assets
2,Privilege Misuse
6,Everything Else
1,Web Applications
2,Lost and Stolen Assets
7,Everything Else
3,Web Applications
2,Miscellaneous Errors
13,Web Applications
1,Privilege Misuse
13,Privilege Misuse
6,Everything Else
3,Cyber-Espionage
2,Lost and Stolen Assets
1,Privilege Misuse
3,Cyber-Espionage
6,Miscellaneous Errors
1,Miscellaneous Errors
20,Web Applications
1,Web Applications
8,Lost and Stolen Assets
6,Privilege Misuse
1,Miscellaneous Errors
8,Everything Else
11,Privilege Misuse
1,Miscellaneous Errors
2,Lost and Stolen Assets
3,Web Applications
2,Privilege Misuse
6,Privilege Misuse
2,Lost and Stolen Assets
1,Privilege Misuse
13,Everything Else
1,Web Applications
3,Miscellaneous Errors
1,Privilege Misuse
2,Privilege Misuse
2,Lost and Stolen Assets
1,Miscellaneous Errors
1,Denial of Service
1,Lost and Stolen Assets
13,Everything Else
2,Lost and Stolen Assets
2,Miscellaneous Errors
1,Miscellaneous Errors
2,Privilege Misuse
2,Lost and Stolen Assets
11,Payment Card Skimmers
2,Lost and Stolen Assets
1,Everything Else
20,Everything Else
3,Denial of Service
13,Denial of Service
1,Miscellaneous Errors
6,Payment Card Skimmers
2,Privilege Misuse
6,Miscellaneous Errors
2,Lost and Stolen Assets
13,Lost and Stolen Assets
1,Miscellaneous Errors
9,Lost and Stolen Assets
2,Lost and Stolen Assets
5,Lost and Stolen Assets
1,Privilege Misuse
2,Everything Else
13,Lost and Stolen Assets
1,Miscellaneous Errors
2,Privilege Misuse
2,Privilege Misuse
3,Privilege Misuse
11,Web Applications
1,Privilege Misuse
2,Everything Else
1,Miscellaneous Errors
2,Miscellaneous Errors
2,Everything Else
11,Point of Sale
4,Cyber-Espionage
1,Miscellaneous Errors
6,Miscellaneous Errors
9,Miscellaneous Errors
1,Miscellaneous Errors
11,Privilege Misuse
3,Miscellaneous Errors
1,Privilege Misuse
2,Privilege Misuse
2,Lost and Stolen Assets
1,Miscellaneous Errors
1,Privilege Misuse
17,Miscellaneous Errors
2,Privilege Misuse
12,Web Applications
5,Denial of Service
2,Miscellaneous Errors
2,Privilege Misuse
2,Miscellaneous Errors
6,Miscellaneous Errors
2,Web Applications
11,Everything Else
1,Privilege Misuse
8,Lost and Stolen Assets
2,Lost and Stolen Assets
8,Miscellaneous Errors
2,Miscellaneous Errors
1,Miscellaneous Errors
1,Miscellaneous Errors
6,Point of Sale
6,Lost and Stolen Assets
2,Privilege Misuse
2,Lost and Stolen Assets
3,Web Applications
1,Miscellaneous Errors
3,Web Applications
1,Miscellaneous Errors
1,Miscellaneous Errors
15,Lost and Stolen Assets
8,Privilege Misuse
1,Web Applications
12,Web Applications
8,Lost and Stolen Assets
2,Lost and Stolen Assets
11,Privilege Misuse
2,Lost and Stolen Assets
1,Web Applications
2,Miscellaneous Errors
2,Everything Else
2,Lost and Stolen Assets
2,Miscellaneous Errors
8,Miscellaneous Errors
13,Payment Card Skimmers
1,Web Applications
3,Web Applications
1,Miscellaneous Errors
3,Web Applications
9,Lost and Stolen Assets
1,Privilege Misuse
2,Miscellaneous Errors
6,Miscellaneous Errors
13,Crimeware
3,Privilege Misuse
1,Miscellaneous Errors
13,Everything Else
1,Miscellaneous Errors
1,Miscellaneous Errors
13,Payment Card Skimmers
1,Privilege Misuse
1,Miscellaneous Errors
2,Lost and Stolen Assets
1,Privilege Misuse
6,Everything Else
6,Everything Else
6,Everything Else
2,Lost and Stolen Assets
1,Cyber-Espionage
8,Miscellaneous Errors
8,Privilege Misuse
6,Lost and Stolen Assets
2,Everything Else
8,Privilege Misuse
2,Lost and Stolen Assets
2,Lost and Stolen Assets
1,Miscellaneous Errors
1,Miscellaneous Errors
6,Miscellaneous Errors
3,Everything Else
2,Miscellaneous Errors
2,Lost and Stolen Assets
13,Privilege Misuse
1,Lost and Stolen Assets
1,Cyber-Espionage
1,Privilege Misuse
2,Lost and Stolen Assets
2,Privilege Misuse
13,Cyber-Espionage
2,Everything Else
2,Lost and Stolen Assets
3,Everything Else
15,Miscellaneous Errors
11,Point of Sale
1,Lost and Stolen Assets
1,Miscellaneous Errors
1,Lost and Stolen Assets
2,Everything Else
1,Lost and Stolen Assets
1,Miscellaneous Errors
2,Lost and Stolen Assets
1,Miscellaneous Errors
2,Lost and Stolen Assets
3,Web Applications
2,Lost and Stolen Assets
2,Lost and Stolen Assets
2,Lost and Stolen Assets
2,Lost and Stolen Assets
2,Lost and Stolen Assets
3,Denial of Service
8,Miscellaneous Errors
8,Miscellaneous Errors
9,Everything Else
3,Privilege Misuse
1,Privilege Misuse
1,Miscellaneous Errors
1,Miscellaneous Errors
1,Miscellaneous Errors
1,Everything Else
2,Miscellaneous Errors
11,Crimeware
6,Privilege Misuse
2,Miscellaneous Errors
1,Everything Else
11,Everything Else
3,Denial of Service
13,Privilege Misuse
2,Lost and Stolen Assets
1,Miscellaneous Errors
3,Crimeware
6,Lost and Stolen Assets
7,Privilege Misuse
1,Miscellaneous Errors
3,Web Applications
2,Lost and Stolen Assets
3,Web Applications
17,Web Applications
9,Crimeware
1,Miscellaneous Errors
1,Web Applications
1,Privilege Misuse
11,Web Applications
2,Privilege Misuse
3,Cyber-Espionage
1,Web Applications
11,Everything Else
2,Lost and Stolen Assets
6,Everything Else
1,Lost and Stolen Assets
2,Lost and Stolen Assets
1,Lost and Stolen Assets
4,Web Applications
10,Point of Sale
1,Cyber-Espionage
2,Miscellaneous Errors
20,Privilege Misuse
3,Crimeware
14,Everything Else
2,Privilege Misuse
1,Privilege Misuse
1,Privilege Misuse
3,Everything Else
9,Everything Else
7,Lost and Stolen Assets
2,Lost and Stolen Assets
1,Miscellaneous Errors
2,Miscellaneous Errors
9,Privilege Misuse
3,Miscellaneous Errors
2,Everything Else
16,Crimeware
8,Denial of Service
16,Everything Else
14,Web Applications
2,Privilege Misuse
1,Lost and Stolen Assets
5,Privilege Misuse
10,Point of Sale
6,Miscellaneous Errors
6,Everything Else
15,Web Applications
3,Everything Else
2,Miscellaneous Errors
6,Payment Card Skimmers
2,Lost and Stolen Assets
8,Everything Else
1,Lost and Stolen Assets
1,Lost and Stolen Assets
2,Privilege Misuse
1,Privilege Misuse
2,Privilege Misuse
9,Web Applications
1,Miscellaneous Errors
1,Privilege Misuse
8,Privilege Misuse
2,Everything Else
6,Lost and Stolen Assets
2,Lost and Stolen Assets
2,Privilege Misuse
2,Privilege Misuse
2,Lost and Stolen Assets
9,Everything Else
2,Lost and Stolen Assets
8,Lost and Stolen Assets
13,Privilege Misuse
6,Privilege Misuse
1,Miscellaneous Errors
2,Everything Else
2,Lost and Stolen Assets
3,Everything Else
2,Miscellaneous Errors
2,Lost and Stolen Assets
11,Payment Card Skimmers
8,Everything Else
3,Everything Else
1,Miscellaneous Errors
2,Lost and Stolen Assets
1,Cyber-Espionage
3,Everything Else
1,Privilege Misuse
3,Lost and Stolen Assets
8,Lost and Stolen Assets
1,Cyber-Espionage
8,Lost and Stolen Assets
12,Privilege Misuse
1,Miscellaneous Errors
2,Lost and Stolen Assets
5,Lost and Stolen Assets
2,Crimeware
1,Everything Else
1,Web Applications
2,Miscellaneous Errors
1,Everything Else
14,Privilege Misuse
2,Lost and Stolen Assets
1,Privilege Misuse
8,Miscellaneous Errors
9,Web Applications
6,Payment Card Skimmers
1,Miscellaneous Errors
13,Privilege Misuse
1,Miscellaneous Errors
8,Miscellaneous Errors
8,Miscellaneous Errors
1,Everything Else
7,Privilege Misuse
1,Web Applications
1,Everything Else
9,Lost and Stolen Assets
1,Cyber-Espionage
2,Lost and Stolen Assets
1,Privilege Misuse
2,Miscellaneous Errors
20,Everything Else
7,Privilege Misuse
2,Lost and Stolen Assets
1,Miscellaneous Errors
1,Miscellaneous Errors
1,Miscellaneous Errors
1,Everything Else
6,Miscellaneous Errors
1,Privilege Misuse
1,Cyber-Espionage
7,Privilege Misuse
9,Cyber-Espionage
2,Lost and Stolen Assets
2,Privilege Misuse
5,Privilege Misuse
14,Lost and Stolen Assets
1,Lost and Stolen Assets
6,Lost and Stolen Assets
9,Privilege Misuse
2,Everything Else
1,Miscellaneous Errors
1,Web Applications
17,Privilege Misuse
12,Privilege Misuse
3,Privilege Misuse
13,Privilege Misuse
1,Lost and Stolen Assets
2,Privilege Misuse
6,Payment Card Skimmers
2,Miscellaneous Errors
8,Everything Else
1,Lost and Stolen Assets
1,Miscellaneous Errors
1,Everything Else
1,Privilege Misuse
13,Point of Sale
15,Lost and Stolen Assets
1,Privilege Misuse
2,Lost and Stolen Assets
1,Miscellaneous Errors
2,Privilege Misuse
2,Lost and Stolen Assets
3,Denial of Service
1,Lost and Stolen Assets
1,Crimeware
2,Miscellaneous Errors
13,Web Applications
2,Miscellaneous Errors
2,Lost and Stolen Assets
14,Miscellaneous Errors
1,Miscellaneous Errors
3,Crimeware
11,Everything Else
3,Miscellaneous Errors
1,Everything Else
1,Cyber-Espionage
6,Web Applications
2,Web Applications
8,Web Applications
6,Everything Else
6,Everything Else
20,Everything Else
6,Miscellaneous Errors
17,Lost and Stolen Assets
1,Miscellaneous Errors
2,Lost and Stolen Assets
8,Everything Else
8,Miscellaneous Errors
2,Miscellaneous Errors
6,Privilege Misuse
2,Lost and Stolen Assets
3,Web Applications
3,Everything Else
1,Miscellaneous Errors
2,Miscellaneous Errors
1,Lost and Stolen Assets
11,Web Applications
6,Miscellaneous Errors
2,Privilege Misuse
2,Lost and Stolen Assets
1,Miscellaneous Errors
1,Miscellaneous Errors
11,Privilege Misuse
2,Privilege Misuse
1,Miscellaneous Errors
1,Miscellaneous Errors
6,Privilege Misuse
1,Lost and Stolen Assets
6,Everything Else
2,Lost and Stolen Assets
12,Web Applications
16,Privilege Misuse
1,Miscellaneous Errors
1,Miscellaneous Errors
8,Lost and Stolen Assets
8,Privilege Misuse
13,Privilege Misuse
1,Miscellaneous Errors
3,Denial of Service
1,Privilege Misuse
8,Everything Else
2,Miscellaneous Errors
8,Everything Else
10,Privilege Misuse
11,Web Applications
6,Everything Else
8,Miscellaneous Errors
2,Privilege Misuse
12,Privilege Misuse
1,Everything Else
1,Cyber-Espionage
1,Cyber-Espionage
2,Lost and Stolen Assets
9,Lost and Stolen Assets
9,Crimeware
9,Web Applications
1,Miscellaneous Errors
1,Everything Else
18,Everything Else
2,Everything Else
3,Web Applications
1,Miscellaneous Errors
2,Miscellaneous Errors
11,Web Applications
1,Privilege Misuse
2,Lost and Stolen Assets
2,Lost and Stolen Assets
9,Everything Else
1,Miscellaneous Errors
6,Everything Else
13,Privilege Misuse
3,Web Applications
1,Miscellaneous Errors
6,Everything Else
1,Miscellaneous Errors
11,Everything Else
1,Miscellaneous Errors
1,Lost and Stolen Assets
2,Miscellaneous Errors
1,Miscellaneous Errors
1,Miscellaneous Errors
3,Web Applications
6,Lost and Stolen Assets
3,Denial of Service
9,Privilege Misuse
3,Privilege Misuse
6,Lost and Stolen Assets
6,Everything Else
2,Privilege Misuse
2,Privilege Misuse
2,Lost and Stolen Assets
3,Everything Else
3,Everything Else
8,Everything Else
11,Web Applications
2,Everything Else
1,Cyber-Espionage
9,Miscellaneous Errors
2,Privilege Misuse
3,Lost and Stolen Assets
13,Denial of Service
2,Lost and Stolen Assets
2,Privilege Misuse
2,Lost and Stolen Assets
12,Web Applications
7,Lost and Stolen Assets
2,Miscellaneous Errors
2,Everything Else
7,Lost and Stolen Assets
8,Miscellaneous Errors
2,Point of Sale
13,Everything Else
1,Lost and Stolen Assets
1,Miscellaneous Errors
3,Web Applications
2,Lost and Stolen Assets
2,Privilege Misuse
2,Lost and Stolen Assets
8,Lost and Stolen Assets
13,Web Applications
14,Web Applications
2,Privilege Misuse
6,Lost and Stolen Assets
3,Web Applications
12,Everything Else
6,Everything Else
1,Privilege Misuse
1,Privilege Misuse
2,Everything Else
14,Payment Card Skimmers
1,Privilege Misuse
1,Web Applications
3,Cyber-Espionage
1,Miscellaneous Errors
2,Privilege Misuse
18,Crimeware
2,Lost and Stolen Assets
6,Privilege Misuse
1,Privilege Misuse
6,Web Applications
12,Everything Else
10,Privilege Misuse
8,Lost and Stolen Assets
1,Privilege Misuse
2,Privilege Misuse
1,Miscellaneous Errors
1,Web Applications
8,Miscellaneous Errors
9,Privilege Misuse
1,Privilege Misuse
2,Privilege Misuse
7,Everything Else
8,Everything Else
2,Privilege Misuse
13,Privilege Misuse
2,Everything Else
1,Web Applications
1,Miscellaneous Errors
2,Miscellaneous Errors
10,Miscellaneous Errors
9,Lost and Stolen Assets
13,Cyber-Espionage
3,Privilege Misuse
1,Miscellaneous Errors
8,Lost and Stolen Assets
3,Web Applications
2,Lost and Stolen Assets
1,Privilege Misuse
3,Cyber-Espionage
8,Web Applications
2,Privilege Misuse
11,Privilege Misuse
1,Privilege Misuse
1,Lost and Stolen Assets
1,Privilege Misuse
7,Privilege Misuse
1,Web Applications
1,Miscellaneous Errors
13,Miscellaneous Errors
2,Lost and Stolen Assets
11,Web Applications
11,Web Applications
3,Web Applications
3,Privilege Misuse
1,Miscellaneous Errors
8,Web Applications
1,Web Applications
6,Web Applications
2,Lost and Stolen Assets
11,Web Applications
13,Privilege Misuse
2,Lost and Stolen Assets
7,Cyber-Espionage
2,Lost and Stolen Assets
5,Everything Else
1,Miscellaneous Errors
3,Web Applications
10,Privilege Misuse
2,Lost and Stolen Assets
1,Privilege Misuse
2,Lost and Stolen Assets
1,Privilege Misuse
1,Miscellaneous Errors
2,Lost and Stolen Assets
5,Lost and Stolen Assets
2,Miscellaneous Errors
3,Everything Else
2,Privilege Misuse
2,Everything Else
3,Web Applications
1,Privilege Misuse
6,Privilege Misuse
6,Lost and Stolen Assets
11,Miscellaneous Errors
10,Privilege Misuse
2,Lost and Stolen Assets
1,Privilege Misuse
2,Lost and Stolen Assets
2,Miscellaneous Errors
2,Privilege Misuse
7,Web Applications
2,Lost and Stolen Assets
2,Web Applications
1,Crimeware
2,Miscellaneous Errors
12,Everything Else
1,Web Applications
8,Miscellaneous Errors
8,Everything Else
1,Privilege Misuse
2,Lost and Stolen Assets
10,Privilege Misuse
1,Privilege Misuse
7,Privilege Misuse
2,Lost and Stolen Assets
2,Miscellaneous Errors
5,Lost and Stolen Assets
20,Everything Else
6,Web Applications
5,Lost and Stolen Assets
2,Miscellaneous Errors
10,Privilege Misuse
1,Miscellaneous Errors
10,Privilege Misuse
6,Privilege Misuse
2,Everything Else
1,Miscellaneous Errors
8,Everything Else
2,Lost and Stolen Assets
8,Web Applications
3,Everything Else
1,Web Applications
11,Payment Card Skimmers
2,Lost and Stolen Assets
14,Privilege Misuse
9,Everything Else
8,Miscellaneous Errors
13,Miscellaneous Errors
1,Denial of Service
9,Privilege Misuse
1,Lost and Stolen Assets
10,Point of Sale
3,Miscellaneous Errors
9,Lost and Stolen Assets
2,Everything Else
3,Everything Else
13,Web Applications
2,Lost and Stolen Assets
2,Lost and Stolen Assets
1,Miscellaneous Errors
2,Privilege Misuse
1,Miscellaneous Errors
2,Lost and Stolen Assets
2,Lost and Stolen Assets
2,Privilege Misuse
2,Lost and Stolen Assets
3,Privilege Misuse
1,Miscellaneous Errors
2,Miscellaneous Errors
2,Lost and Stolen Assets
3,Crimeware
